name,position,appearances_2015_2016,clean_sheets_2015_2016,goals_conceded_2015_2016,tackles_2015_2016,tackle_success_percentage_2015_2016,last_man_tackles_2015_2016,blocked_shots_2015_2016,interceptions_2015_2016,clearances_2015_2016,headed_clearance_2015_2016,clearances_off_line_2015_2016,recoveries_2015_2016,duels_won_2015_2016,duels_lost_2015_2016,successful_50_50s_2015_2016,aerial_battles_won_2015_2016,aerial_battles_lost_2015_2016,own_goals_2015_2016,errors_leading_to_goal_2015_2016,assists_2015_2016,passes_2015_2016,passes_per_match_2015_2016,big_chances_created_2015_2016,crosses_2015_2016,cross_accuracy_percentage_2015_2016,through_balls_2015_2016,accurate_long_balls_2015_2016,yellow_cards_2015_2016,red_cards_2015_2016,fouls_2015_2016,offsides_2015_2016,goals_2015_2016,headed_goals_2015_2016,goals_with_right_foot_2015_2016,goals_with_left_foot_2015_2016,hit_woodwork_2015_2016,goals_per_match_2015_2016,penalties_scored_2015_2016,freekicks_scored_2015_2016,shots_2015_2016,shots_on_target_2015_2016,shooting_accuracy_percentage_2015_2016,big_chances_missed_2015_2016,saves_2015_2016,penalties_saved_2015_2016,punches_2015_2016,high_claims_2015_2016,catches_2015_2016,sweeper_clearances_2015_2016,throw_outs_2015_2016,goal_kicks_2015_2016,appearances_2016_2017,clean_sheets_2016_2017,goals_conceded_2016_2017,tackles_2016_2017,tackle_success_percentage_2016_2017,last_man_tackles_2016_2017,blocked_shots_2016_2017,interceptions_2016_2017,clearances_2016_2017,headed_clearance_2016_2017,clearances_off_line_2016_2017,recoveries_2016_2017,duels_won_2016_2017,duels_lost_2016_2017,successful_50_50s_2016_2017,aerial_battles_won_2016_2017,aerial_battles_lost_2016_2017,own_goals_2016_2017,errors_leading_to_goal_2016_2017,assists_2016_2017,passes_2016_2017,passes_per_match_2016_2017,big_chances_created_2016_2017,crosses_2016_2017,cross_accuracy_percentage_2016_2017,through_balls_2016_2017,accurate_long_balls_2016_2017,yellow_cards_2016_2017,red_cards_2016_2017,fouls_2016_2017,offsides_2016_2017,goals_2016_2017,headed_goals_2016_2017,goals_with_right_foot_2016_2017,goals_with_left_foot_2016_2017,hit_woodwork_2016_2017,goals_per_match_2016_2017,penalties_scored_2016_2017,freekicks_scored_2016_2017,shots_2016_2017,shots_on_target_2016_2017,shooting_accuracy_percentage_2016_2017,big_chances_missed_2016_2017,saves_2016_2017,penalties_saved_2016_2017,punches_2016_2017,high_claims_2016_2017,catches_2016_2017,sweeper_clearances_2016_2017,throw_outs_2016_2017,goal_kicks_2016_2017,appearances_2017_2018,clean_sheets_2017_2018,goals_conceded_2017_2018,tackles_2017_2018,tackle_success_percentage_2017_2018,last_man_tackles_2017_2018,blocked_shots_2017_2018,interceptions_2017_2018,clearances_2017_2018,headed_clearance_2017_2018,clearances_off_line_2017_2018,recoveries_2017_2018,duels_won_2017_2018,duels_lost_2017_2018,successful_50_50s_2017_2018,aerial_battles_won_2017_2018,aerial_battles_lost_2017_2018,own_goals_2017_2018,errors_leading_to_goal_2017_2018,assists_2017_2018,passes_2017_2018,passes_per_match_2017_2018,big_chances_created_2017_2018,crosses_2017_2018,cross_accuracy_percentage_2017_2018,through_balls_2017_2018,accurate_long_balls_2017_2018,yellow_cards_2017_2018,red_cards_2017_2018,fouls_2017_2018,offsides_2017_2018,goals_2017_2018,headed_goals_2017_2018,goals_with_right_foot_2017_2018,goals_with_left_foot_2017_2018,hit_woodwork_2017_2018,goals_per_match_2017_2018,penalties_scored_2017_2018,freekicks_scored_2017_2018,shots_2017_2018,shots_on_target_2017_2018,shooting_accuracy_percentage_2017_2018,big_chances_missed_2017_2018,saves_2017_2018,penalties_saved_2017_2018,punches_2017_2018,high_claims_2017_2018,catches_2017_2018,sweeper_clearances_2017_2018,throw_outs_2017_2018,goal_kicks_2017_2018,appearances_2018_2019,clean_sheets_2018_2019,goals_conceded_2018_2019,tackles_2018_2019,tackle_success_percentage_2018_2019,last_man_tackles_2018_2019,blocked_shots_2018_2019,interceptions_2018_2019,clearances_2018_2019,headed_clearance_2018_2019,clearances_off_line_2018_2019,recoveries_2018_2019,duels_won_2018_2019,duels_lost_2018_2019,successful_50_50s_2018_2019,aerial_battles_won_2018_2019,aerial_battles_lost_2018_2019,own_goals_2018_2019,errors_leading_to_goal_2018_2019,assists_2018_2019,passes_2018_2019,passes_per_match_2018_2019,big_chances_created_2018_2019,crosses_2018_2019,cross_accuracy_percentage_2018_2019,through_balls_2018_2019,accurate_long_balls_2018_2019,yellow_cards_2018_2019,red_cards_2018_2019,fouls_2018_2019,offsides_2018_2019,goals_2018_2019,headed_goals_2018_2019,goals_with_right_foot_2018_2019,goals_with_left_foot_2018_2019,hit_woodwork_2018_2019,goals_per_match_2018_2019,penalties_scored_2018_2019,freekicks_scored_2018_2019,shots_2018_2019,shots_on_target_2018_2019,shooting_accuracy_percentage_2018_2019,big_chances_missed_2018_2019,saves_2018_2019,penalties_saved_2018_2019,punches_2018_2019,high_claims_2018_2019,catches_2018_2019,sweeper_clearances_2018_2019,throw_outs_2018_2019,goal_kicks_2018_2019
Alberto Moreno ,Defender,32,6.0,36.0,92.0,75.0,1.0,13.0,63.0,48.0,9.0,0.0,138.0,143.0,122.0,16.0,14.0,15.0,0.0,0.0,4,1323.0,41.34,3.0,138.0,26.0,1.0,85.0,3,0,29,6.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,6.0,36.0,92.0,75.0,1.0,13.0,63.0,48.0,9.0,0.0,138.0,143.0,122.0,16.0,14.0,15.0,0.0,0.0,4,1323.0,41.34,3.0,138.0,26.0,1.0,85.0,3,0,29,6.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,6.0,36.0,92.0,75.0,1.0,13.0,63.0,48.0,9.0,0.0,138.0,143.0,122.0,16.0,14.0,15.0,0.0,0.0,4,1323.0,41.34,3.0,138.0,26.0,1.0,85.0,3,0,29,6.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,6.0,36.0,92.0,75.0,1.0,13.0,63.0,48.0,9.0,0.0,138.0,143.0,122.0,16.0,14.0,15.0,0.0,0.0,4,1323.0,41.34,3.0,138.0,26.0,1.0,85.0,3,0,29,6.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marc Albrighton ,Midfielder,38,0.0,0.0,65.0,83.0,0.0,14.0,49.0,19.0,4.0,0.0,214.0,154.0,172.0,51.0,11.0,38.0,0.0,0.0,6,912.0,24.0,11.0,272.0,19.0,4.0,57.0,4,0,21,3.0,2,0.0,1.0,1.0,1.0,0.05,0.0,0.0,42.0,11.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,65.0,83.0,0.0,14.0,49.0,19.0,4.0,0.0,214.0,154.0,172.0,51.0,11.0,38.0,0.0,0.0,6,912.0,24.0,11.0,272.0,19.0,4.0,57.0,4,0,21,3.0,2,0.0,1.0,1.0,1.0,0.05,0.0,0.0,42.0,11.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,65.0,83.0,0.0,14.0,49.0,19.0,4.0,0.0,214.0,154.0,172.0,51.0,11.0,38.0,0.0,0.0,6,912.0,24.0,11.0,272.0,19.0,4.0,57.0,4,0,21,3.0,2,0.0,1.0,1.0,1.0,0.05,0.0,0.0,42.0,11.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,0.0,65.0,83.0,0.0,14.0,49.0,19.0,4.0,0.0,214.0,154.0,172.0,51.0,11.0,38.0,0.0,0.0,6,912.0,24.0,11.0,272.0,19.0,4.0,57.0,4,0,21,3.0,2,0.0,1.0,1.0,1.0,0.05,0.0,0.0,42.0,11.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toby Alderweireld ,Defender,38,13.0,35.0,45.0,71.0,0.0,8.0,66.0,285.0,125.0,1.0,161.0,116.0,74.0,7.0,59.0,39.0,0.0,0.0,2,2076.0,54.63,1.0,16.0,13.0,2.0,238.0,3,0,9,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,13.0,35.0,45.0,71.0,0.0,8.0,66.0,285.0,125.0,1.0,161.0,116.0,74.0,7.0,59.0,39.0,0.0,0.0,2,2076.0,54.63,1.0,16.0,13.0,2.0,238.0,3,0,9,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,13.0,35.0,45.0,71.0,0.0,8.0,66.0,285.0,125.0,1.0,161.0,116.0,74.0,7.0,59.0,39.0,0.0,0.0,2,2076.0,54.63,1.0,16.0,13.0,2.0,238.0,3,0,9,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,13.0,35.0,45.0,71.0,0.0,8.0,66.0,285.0,125.0,1.0,161.0,116.0,74.0,7.0,59.0,39.0,0.0,0.0,2,2076.0,54.63,1.0,16.0,13.0,2.0,238.0,3,0,9,1.0,4,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix García ,Midfielder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trent Alexander-Arnold ,Defender,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Pato ,Forward,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.0,13.5,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,1,0.0,1.0,0.0,0.0,0.5,1.0,0.0,4.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.0,13.5,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,1,0.0,1.0,0.0,0.0,0.5,1.0,0.0,4.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.0,13.5,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,1,0.0,1.0,0.0,0.0,0.5,1.0,0.0,4.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27.0,13.5,0.0,0.0,0.0,0.0,0.0,0,0,2,2.0,1,0.0,1.0,0.0,0.0,0.5,1.0,0.0,4.0,2.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Allan ,Midfielder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Allen ,Midfielder,19,0.0,0.0,28.0,68.0,0.0,3.0,14.0,8.0,3.0,0.0,73.0,59.0,56.0,7.0,3.0,11.0,0.0,0.0,1,410.0,21.58,1.0,5.0,40.0,2.0,19.0,0,0,14,0.0,2,0.0,2.0,0.0,0.0,0.11,0.0,0.0,12.0,4.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,28.0,68.0,0.0,3.0,14.0,8.0,3.0,0.0,73.0,59.0,56.0,7.0,3.0,11.0,0.0,0.0,1,410.0,21.58,1.0,5.0,40.0,2.0,19.0,0,0,14,0.0,2,0.0,2.0,0.0,0.0,0.11,0.0,0.0,12.0,4.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,28.0,68.0,0.0,3.0,14.0,8.0,3.0,0.0,73.0,59.0,56.0,7.0,3.0,11.0,0.0,0.0,1,410.0,21.58,1.0,5.0,40.0,2.0,19.0,0,0,14,0.0,2,0.0,2.0,0.0,0.0,0.11,0.0,0.0,12.0,4.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,0.0,0.0,28.0,68.0,0.0,3.0,14.0,8.0,3.0,0.0,73.0,59.0,56.0,7.0,3.0,11.0,0.0,0.0,1,410.0,21.58,1.0,5.0,40.0,2.0,19.0,0,0,14,0.0,2,0.0,2.0,0.0,0.0,0.11,0.0,0.0,12.0,4.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dele Alli ,Midfielder,33,0.0,0.0,71.0,75.0,0.0,27.0,61.0,32.0,18.0,0.0,175.0,203.0,272.0,30.0,37.0,44.0,0.0,0.0,9,1083.0,32.82,11.0,19.0,21.0,18.0,26.0,7,0,50,6.0,10,1.0,9.0,0.0,3.0,0.3,0.0,0.0,74.0,28.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,71.0,75.0,0.0,27.0,61.0,32.0,18.0,0.0,175.0,203.0,272.0,30.0,37.0,44.0,0.0,0.0,9,1083.0,32.82,11.0,19.0,21.0,18.0,26.0,7,0,50,6.0,10,1.0,9.0,0.0,3.0,0.3,0.0,0.0,74.0,28.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,71.0,75.0,0.0,27.0,61.0,32.0,18.0,0.0,175.0,203.0,272.0,30.0,37.0,44.0,0.0,0.0,9,1083.0,32.82,11.0,19.0,21.0,18.0,26.0,7,0,50,6.0,10,1.0,9.0,0.0,3.0,0.3,0.0,0.0,74.0,28.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.0,0.0,71.0,75.0,0.0,27.0,61.0,32.0,18.0,0.0,175.0,203.0,272.0,30.0,37.0,44.0,0.0,0.0,9,1083.0,32.82,11.0,19.0,21.0,18.0,26.0,7,0,50,6.0,10,1.0,9.0,0.0,3.0,0.3,0.0,0.0,74.0,28.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Allsop ,Goalkeeper,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0
Morgan Amalfitano ,Midfielder,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Amartey ,Defender,5,0.0,2.0,1.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,6.0,1.0,2.0,3.0,0.0,0.0,0,66.0,13.2,0.0,0.0,0.0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,2.0,1.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,6.0,1.0,2.0,3.0,0.0,0.0,0,66.0,13.2,0.0,0.0,0.0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,2.0,1.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,6.0,1.0,2.0,3.0,0.0,0.0,0,66.0,13.2,0.0,0.0,0.0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,2.0,1.0,100.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,4.0,6.0,1.0,2.0,3.0,0.0,0.0,0,66.0,13.2,0.0,0.0,0.0,0.0,3.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Amavi ,Defender,10,2.0,13.0,36.0,83.0,0.0,3.0,37.0,32.0,15.0,0.0,64.0,92.0,86.0,25.0,20.0,17.0,0.0,1.0,2,368.0,36.8,1.0,40.0,13.0,0.0,19.0,2,0,18,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.0,13.0,36.0,83.0,0.0,3.0,37.0,32.0,15.0,0.0,64.0,92.0,86.0,25.0,20.0,17.0,0.0,1.0,2,368.0,36.8,1.0,40.0,13.0,0.0,19.0,2,0,18,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.0,13.0,36.0,83.0,0.0,3.0,37.0,32.0,15.0,0.0,64.0,92.0,86.0,25.0,20.0,17.0,0.0,1.0,2,368.0,36.8,1.0,40.0,13.0,0.0,19.0,2,0,18,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2.0,13.0,36.0,83.0,0.0,3.0,37.0,32.0,15.0,0.0,64.0,92.0,86.0,25.0,20.0,17.0,0.0,1.0,2,368.0,36.8,1.0,40.0,13.0,0.0,19.0,2,0,18,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Amelia ,Goalkeeper,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
